Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";Примечание;"Категория товара";Наличие
"Детский манеж-кровать Quatro Giraffe 9";80;http://127.0.0.1/product/quatro-giraffe;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_giraffe_cvet_9.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Giraffe 10";80;http://127.0.0.1/product/quatro-giraffe;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_giraffe_cvet_10.jpeg;;Манежи;склад
"Универсальная коляска Deltim Voyager Soft Sweel";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_sweel.jpeg;;Коляски;склад
"Универсальная коляска Deltim Voyager Soft Marine";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_marine.jpeg;;Коляски;склад
"Универсальная коляска Deltim Voyager Soft Fresh";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_fresh.jpeg;;Коляски;склад
"Универсальная коляска Deltim Voyager Soft Natural";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_natural.jpeg;;Коляски;склад
"Универсальная коляска Deltim Voyager Soft Classic";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_classic.jpeg;;Коляски;склад
"Универсальная коляска Deltim Voyager Soft 86/90/77";307;http://127.0.0.1/product/deltim-voyager-soft;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_voyager_soft_cvet_86_90_77.jpeg;;Коляски;склад
"Детский манеж Quatro Safari";84;http://127.0.0.1/product/quatro-safari;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh_quatro_safari_id_2424.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 1 7";95;http://127.0.0.1/product/quatro-lulu3;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_1_cvet_7.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 1 4";95;http://127.0.0.1/product/quatro-lulu3;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_1_cvet_4.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 1 2";95;http://127.0.0.1/product/quatro-lulu3;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_1_cvet_2.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 1 1";95;http://127.0.0.1/product/quatro-lulu3;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_1_cvet_1.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 2 4";105;http://127.0.0.1/product/quatro-lulu3-1374;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_2_cvet_4.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 2 1";105;http://127.0.0.1/product/quatro-lulu3-1374;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_2_cvet_1.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 2 3";105;http://127.0.0.1/product/quatro-lulu3-1374;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_2_cvet_3.jpeg;;Манежи;склад
"Детский манеж-кровать Quatro Lulu 2 2";105;http://127.0.0.1/product/quatro-lulu3-1374;http://127.0.0.1/assets/images/catalog/big/detskiy_manezh-krovat_quatro_lulu_2_cvet_2.jpeg;;Манежи;склад
"Универсальная коляска Deltim Premier Синий";0;http://127.0.0.1/product/deltim-premier;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_premier_cvet_siniy.jpeg;;Коляски;склад
"Универсальная коляска Deltim Premier Зеленый";0;http://127.0.0.1/product/deltim-premier;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_premier_cvet_zelenyy.jpeg;;Коляски;склад
"Универсальная коляска Deltim Premier Бежевый";0;http://127.0.0.1/product/deltim-premier;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_premier_cvet_bezhevyy.jpeg;;Коляски;склад
"Универсальная коляска Deltim Premier Красный";0;http://127.0.0.1/product/deltim-premier;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_premier_cvet_krasnyy.jpeg;;Коляски;склад
"Универсальная коляска Deltim Premier Розовый";0;http://127.0.0.1/product/deltim-premier;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_deltim_premier_cvet_rozovyy.jpeg;;Коляски;склад
"Тумба для игрушек Гандылян Влана Бьянка";80;http://127.0.0.1/product/gandilyan-byanka;http://127.0.0.1/assets/images/catalog/big/_vlana_byanka_id_2555.jpeg;;Мебель;склад
"Универсальная коляска Jetem Carrera (2 в 1) Beige";405;http://127.0.0.1/product/jetem-carrera-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_jetem_carrera__2_v_1__cvet_beige.jpeg;;Коляски;склад
"Универсальная коляска Jetem Carrera (2 в 1) Red";405;http://127.0.0.1/product/jetem-carrera-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_jetem_carrera__2_v_1__cvet_red.jpeg;;Коляски;склад
"Универсальная коляска Jetem Carrera (2 в 1) Grey";405;http://127.0.0.1/product/jetem-carrera-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_jetem_carrera__2_v_1__cvet_grey.jpeg;;Коляски;склад
"Универсальная коляска Jetem Carrera (2 в 1) Blue";405;http://127.0.0.1/product/jetem-carrera-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_jetem_carrera__2_v_1__cvet_blue.jpeg;;Коляски;склад
"Классическая коляска Navington Galeon Corsika";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Corsika.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Capri";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Capri.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Bora Bora";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Bora_Bora.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Aruba";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Aruba.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Adaman";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Adaman.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Cuba";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Cuba.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Hawaii";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Hawaii.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Jamaica";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Jamaica.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Santorini";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Santorini.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Tahiti";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Tahiti.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Tenerife";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Tenerife.jpg;;Коляски;склад
"Классическая коляска Navington Galeon Zanzibar";460;http://127.0.0.1/product/navington-galeon;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Galeon_cvet_Zanzibar.jpg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Deep blue";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_Deep_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Blue Check";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_blue_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Emerald-Green";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_emerald-green.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Green Check";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_green_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Orange Check";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_orange_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Violet Check";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_violet_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Blue";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Wine";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_wine.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Beige Check";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_castle__capella_s-803__cvet_beige_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Beige 13";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_Beige_13.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Beige";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_beige.jpg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Purple 13";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Wine 13";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_Wine_13.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Castle (Capella S-803) Brown 13";250;http://127.0.0.1/product/jetem-castle-s-803-w;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Castle__Capella_S-803__cvet_Brown_13_1.jpeg;;Коляски;склад
"Детская кроватка Papaloni Джованни (120/60) орех светлый";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_oreh_svetlyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Джованни (120/60) белый";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_belyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Джованни (120/60) натуральный";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_naturalnyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Джованни (120/60) орех шоколадный";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_oreh_shokoladnyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Джованни (120/60) слоновая кость";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_slonovaya_kost.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Джованни (120/60) орех темный";300;http://127.0.0.1/product/papaloni-dzhovanni-1383;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_dzhovanni__120_60__cvet_oreh_temnyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Винни (маятник) орех шоколадный";365;http://127.0.0.1/product/papaloni-vinni-mayatnik;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_vinni__mayatnik__cvet_oreh_shokoladnyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Винни (маятник) белый";365;http://127.0.0.1/product/papaloni-vinni-mayatnik;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_vinni__mayatnik__cvet_belyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Винни (маятник) орех";365;http://127.0.0.1/product/papaloni-vinni-mayatnik;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_vinni__mayatnik__cvet_oreh.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Винни (маятник) слоновая кость";365;http://127.0.0.1/product/papaloni-vinni-mayatnik;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_vinni__mayatnik__cvet_slonovaya_kost.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Винни (маятник) слоновая кость/светлый орех";365;http://127.0.0.1/product/papaloni-vinni-mayatnik;http://127.0.0.1/assets/images/catalog/big/detskaya_krovatka_papaloni_vinni__mayatnik__cvet_slonovaya_kost_svetlyy_oreh.jpeg;;Кроватки;склад
"Классическая коляска Navington Corvet Aruba";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Aruba.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Adaman";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Adaman.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Bora Bora";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Bora_Bora.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Capri";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Capri.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Corsika";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Corsika.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Cuba";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Cuba.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Hawaii";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Hawaii.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Jamaica";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Jamaica.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Santorini";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Santorini.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Tahiti";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Tahiti.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Tenerife";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Tenerife.jpg;;Коляски;склад
"Классическая коляска Navington Corvet Zanzibar";458;http://127.0.0.1/product/navington-corvet;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Corvet_cvet_Zanzibar.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Bora Bora";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Bora_Bora.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Aruba";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Aruba.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Adaman";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Adaman.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Capri";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Capri.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Corsika";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Corsika.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Cuba";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Cuba.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Hawaii";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Hawaii.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Jamaica";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Jamaica.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Santorini";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Santorini.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Tahiti";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Tahiti.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Tenerife";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Tenerife.jpg;;Коляски;склад
"Классическая коляска Navington Caravel Zanzibar";445;http://127.0.0.1/product/navington-caravel-14;http://127.0.0.1/assets/images/catalog/big/Klassicheskaya_kolyaska_Caravel_cvet_Zanzibar.jpg;;Коляски;склад
"Прогулочная коляска Jetem City Violet";130;http://127.0.0.1/product/jetem-city;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_city_cvet_violet.jpeg;;Коляски;склад
"Прогулочная коляска Jetem City Grey";130;http://127.0.0.1/product/jetem-city;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_city_cvet_grey.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Blue";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Clover__Capella_S-802__cvet_Blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Orange Check";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Clover__Capella_S-802__cvet_Orange_Check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Wine";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_clover__capella_s-802__cvet_wine.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Violet Check";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_clover__capella_s-802__cvet_violet_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Blue Check";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_clover__capella_s-802__cvet_blue_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Clover (Capella S-802) Green Check";210;http://127.0.0.1/product/jetem-clover--capella-s-802-;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_clover__capella_s-802__cvet_green_check.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-01";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-01.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-02";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-02.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-03";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-03.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-04";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-04.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-05";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-05.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-06";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-06.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-07";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-07.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-08";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-08.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-09";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-09.jpeg;;Коляски;склад
"Прогулочная коляска Lonex Sport SP-10";265;http://127.0.0.1/product/lonex-sport;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_lonex_sport_cvet_sp-10.jpeg;;Коляски;склад
"Прогулочная коляска Navington Cadet Blue/Blueberry";295;http://127.0.0.1/product/navington-cadet;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_navington_cadet_cvet_blue_blueberry.jpeg;;Коляски;нет
"Прогулочная коляска Navington Cadet Red/Lychee";295;http://127.0.0.1/product/navington-cadet;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_navington_cadet_cvet_red_lychee.jpeg;;Коляски;нет
"Прогулочная коляска Navington Cadet Green/Carambola";295;http://127.0.0.1/product/navington-cadet;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_navington_cadet_cvet_green_carambola.jpeg;;Коляски;нет
"Прогулочная коляска Navington Cadet Grey/Dragon Fruit";295;http://127.0.0.1/product/navington-cadet;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_navington_cadet_cvet_grey_dragon_fruit.jpeg;;Коляски;нет
"Прогулочная коляска Navington Cadet Purple/Maracuja";295;http://127.0.0.1/product/navington-cadet;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_navington_cadet_cvet_purple_maracuja.jpeg;;Коляски;нет
"Прогулочная коляска Jetem Comfort 4 Blue";185;http://127.0.0.1/product/capella-comfort-4;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_comfort_4_cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Comfort 4 Grey";185;http://127.0.0.1/product/capella-comfort-4;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_comfort_4_cvet_grey.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Comfort 4 Red";185;http://127.0.0.1/product/capella-comfort-4;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_comfort_4_cvet_red.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Comfort 4 Green";185;http://127.0.0.1/product/capella-comfort-4;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_comfort_4_cvet_green.jpeg;;Коляски;склад
"Универсальная коляска Marimex Bemix Red";235;http://127.0.0.1/product/marimex-bemix;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_bemix_cvet_red.jpeg;;Коляски;склад
"Универсальная коляска Marimex Bemix Green";235;http://127.0.0.1/product/marimex-bemix;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_bemix_cvet_green.jpeg;;Коляски;склад
"Универсальная коляска Marimex Bemix Yellow";235;http://127.0.0.1/product/marimex-bemix;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_bemix_cvet_yellow.jpeg;;Коляски;склад
"Универсальная коляска Marimex Bemix Grey";235;http://127.0.0.1/product/marimex-bemix;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_bemix_cvet_grey.jpeg;;Коляски;склад
"Универсальная коляска Marimex Classic Grey";207;http://127.0.0.1/product/marimex-classic;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_classic_cvet_grey.jpeg;;Коляски;склад
"Универсальная коляска Marimex Classic Beige";207;http://127.0.0.1/product/marimex-classic;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_classic_cvet_beige.jpeg;;Коляски;склад
"Универсальная коляска Marimex Marsel Green";235;http://127.0.0.1/product/marimex-marsel;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_marsel_cvet_green.jpeg;;Коляски;склад
