Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";"Категория товара"
"Лель АБ 30 (узкий)";340;http://127.0.0.1/product/lel-ab-30--uzkiy-;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_lel_ab_30__uzkiy__cvet_naturalnyy.jpeg;"Для пеленания"
"Лель БИ 777";480;http://127.0.0.1/product/lel-bi-777;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_lel_bi_777_cvet_slonovaya_kost.jpeg;"Для пеленания"
"Туба-Дуба Т-88 ";70;http://127.0.0.1/product/-tuba-duba-t-88--;http://127.0.0.1/assets/images/catalog/big/tyubing__tuba-duba_t-88___cvet_siniy.jpeg;"Спорт и отдых"
"Туба-Дуба Т-100";80;http://127.0.0.1/product/-tuba-duba-100-sm;http://127.0.0.1/assets/images/catalog/big/tyubing__tuba-duba_100_sm_cvet_oranzhevyy.jpeg;"Спорт и отдых"
"Cybex Aton 3";204;http://127.0.0.1/product/cybex-aton-3;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_cybex_aton_3_cvet_fashon_citi_light_multicolour.jpeg;Автокресла
"Лель БИ 888";395;http://127.0.0.1/product/lel-bi-888;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_lel_bi_888_cvet_slonovaya_kost.jpeg;"Для пеленания"
"Лель БИ 999";440;http://127.0.0.1/product/lel-bi-999;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_lel_bi_999_cvet_naturalnyy.jpeg;"Для пеленания"
"Лель БИ 06";445;http://127.0.0.1/product/lel-bi-06;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_lel_bi_06_id_3489.jpeg;"Для пеленания"
"Лель Азалия БИ 10.2";510;http://127.0.0.1/product/lel-azaliya-bi-10.2;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Lel_Azaliya_BI_10.2_cvet_Belyy.jpg;Кроватки
"Антел Алита (с маятником)";235;http://127.0.0.1/product/antel-alita-s-mayatnikom;http://127.0.0.1/assets/images/catalog/big/detskaya_krovat-transformer__alita__s_mayatnikom_id_3492.jpeg;Кроватки
"Бэби Бум Маруся";216;http://127.0.0.1/product/bebi-bum-marusya;http://127.0.0.1/assets/images/catalog/big/detskaya_krovat-transformer_bebi_bum_marusya_cvet_cvet_oreh.jpeg;Кроватки
"Caretero Practico";65;http://127.0.0.1/product/caretero-practico;http://127.0.0.1/assets/images/catalog/big/stul_dlya_kormleniya_caretero_practico_cvet_green.jpeg;Стульчики
"Caretero Movilo ";74;http://127.0.0.1/product/caretero-movilo-;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_caretero_movilo__cvet_caretero_movilo_light_grey.jpeg;Автокресла
"Cybex Solution X2-Fix";217;http://127.0.0.1/product/cybex-solution-x2-fix;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Cybex_Solution_X2-Fix_cvet_Strawberry_2014_1.jpg;"главная страница"
"Cybex Solution X2";180;http://127.0.0.1/product/cybex-solution-x2;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Cybex_Solution_X2_cvet_Mahagony.jpg;Автокресла
"Cybex Sirona Plus";495;http://127.0.0.1/product/cybex-sirona-plus;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Sirona_Plus_cvet_Cypress.jpg;Автокресла
"Cybex Pallas 2";290;http://127.0.0.1/product/cybex-pallas-2;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Cybex_Pallas_2_cvet_Ocean_2014_1.jpg;Автокресла
"Cybex Juno-Fix";240;http://127.0.0.1/product/cybex-juno-fix;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_cybex_juno-fix__cvet_candied_nuts.jpeg;Автокресла
"Cybex Pallas 2-Fix ";310;http://127.0.0.1/product/cybex-pallas-2-fix-;http://127.0.0.1/assets/images/catalog/big/Detskoe_avtokreslo_Pallas_2-Fix__cvet_Storm_Cloud_2014.jpg;Автокресла
" Сонный Гномик ""Маша и медведь""";0;http://127.0.0.1/product/sonnyy-gnomik--masha-i-medved-;http://127.0.0.1/assets/images/catalog/big/zimniy_konvert_sonnyy_gnomik__masha_i_medved__cvet_sg_konvert__masha_i_medved__korichnevyy.jpeg;Аксессуары
" Сонный Гномик ""Маша и медведь-2""";0;http://127.0.0.1/product/sonnyy-gnomik--masha-i-medved-2-;http://127.0.0.1/assets/images/catalog/big/zimniy_konvert_sonnyy_gnomik__masha_i_medved-2__cvet_sg_konvert__masha_i_medved-2__siniy.jpeg;Аксессуары
" Сонный Гномик ""Пингвин""";0;http://127.0.0.1/product/sonnyy-gnomik--pingvin-;http://127.0.0.1/assets/images/catalog/big/zimniy_konvert_sonnyy_gnomik__pingvin__cvet_sg_konvert__pingvin__bezhevyy.jpeg;Аксессуары
" Сонный Гномик ""Такса"", с ручками";0;http://127.0.0.1/product/sonnyy-gnomik--taksa--s-ruchkami;http://127.0.0.1/assets/images/catalog/big/zimniy_konvert_sonnyy_gnomik__taksa__s_ruchkami_cvet_sg_konvert__taksa__goluboy.jpeg;Аксессуары
" Сонный Гномик Лыжник";0;http://127.0.0.1/product/sonnyy-gnomik-lyzhnik;http://127.0.0.1/assets/images/catalog/big/zimniy_konvert_sonnyy_gnomik_lyzhnik_cvet_sg_konvert_lyzhnik_goluboy.jpeg;Аксессуары
"Лель БИ 01";950;http://127.0.0.1/product/lel-bi-01;http://127.0.0.1/assets/images/catalog/big/shkaf_dlya_odezhdy_lel_bi_01_id_3509.jpeg;Мебель
"Bertoni (Lorelli) Бабочка";45;http://127.0.0.1/product/bertoni--lorelli--babochka;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__babochka_id_3512.jpeg;Разное
"Bertoni (Lorelli) В море";50;http://127.0.0.1/product/bertoni--lorelli--v-more;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__v_more_id_3513.jpeg;Разное
"Bertoni (Lorelli) Веселый жираф";44;http://127.0.0.1/product/bertoni--lorelli--veselyy-zhiraf;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__veselyy_zhiraf_id_3637.jpeg;Развитие
"Bertoni (Lorelli) Джунгли ";50;http://127.0.0.1/product/bertoni--lorelli--dzhungli-;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__dzhungli__id_3523.jpeg;Разное
"Bertoni (Lorelli) Животные";30;http://127.0.0.1/product/bertoni--lorelli--zhivotnye;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__zhivotnye_id_3615.jpeg;Разное
"Bertoni (Lorelli) (Lorelli) Жираф";52;http://127.0.0.1/product/bertoni--lorelli--zhiraf;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__zhiraf_id_3516.jpeg;Разное
"Bertoni (Lorelli) Клоун";45;http://127.0.0.1/product/bertoni--lorelli--kloun;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__kloun_id_3517.jpeg;Развитие
"Bertoni (Lorelli) Корова";49;http://127.0.0.1/product/bertoni--lorelli--korova;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__korova_id_3638.jpeg;Разное
"Bertoni (Lorelli) Поезд";42;http://127.0.0.1/product/bertoni--lorelli--poezd;http://127.0.0.1/assets/images/catalog/big/razvivayuschiy_kovrik_bertoni__lorelli__poezd_id_3519.jpeg;Развитие
"Bertoni (Lorelli) Рыбка";50;http://127.0.0.1/product/bertoni--lorelli--rybka;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__rybka_id_3520.jpeg;Разное
"Bertoni (Lorelli) Цветок";45;http://127.0.0.1/product/bertoni--lorelli--cvetok;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__cvetok_id_3521.jpeg;Развитие
"Bertoni (Lorelli) Черепаха";50;http://127.0.0.1/product/bertoni--lorelli--cherepaha;http://127.0.0.1/assets/images/catalog/big/igrovoy_kovrik_bertoni__lorelli__cherepaha_id_3522.jpeg;Разное
"Riko Stella";334;http://127.0.0.1/product/riko-stella;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Riko_Stella_cvet_08.jpg;Коляски
"Riko Naomi";333;http://127.0.0.1/product/riko-naomi;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Riko_Naomi_cvet_160.jpg;Коляски
"Riko Primo";343;http://127.0.0.1/product/riko-primo;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Riko_Primo_cvet_01.jpg;Коляски
"Riko Laura";343;http://127.0.0.1/product/riko-laura;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Riko_Laura_cvet_01.jpg;Коляски
"Riko Nano";362;http://127.0.0.1/product/riko-nano;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Riko_Nano_cvet_01.jpg;Коляски
"Dada Paradiso Group Carino Pastel (2 в 1)";370;http://127.0.0.1/product/dada-paradiso-group-carino-pastel--2-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_carino_pastel__3_v_1__id_3524.jpeg;Коляски
"Dada Paradiso Group Carino New (2 в 1)";385;http://127.0.0.1/product/dada-paradiso-group-carino-new--2-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_carino_new__3_v_1__id_3537.jpeg;Коляски
"Dada Paradiso Group Super Sailor (2 в 1)";370;http://127.0.0.1/product/dada-paradiso-group-super-sailor--3-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_super_sailor__3_v_1__cvet_green.jpeg;Коляски
"Dada Paradiso Group Romance Dots (2 в 1)";375;http://127.0.0.1/product/dada-paradiso-group-romance-dots--2-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_romance_dots__3_v_1__id_3566.jpeg;Коляски
"Dada Paradiso Group Romance Flash (2 в 1)";375;http://127.0.0.1/product/dada-paradiso-group-romance-flash--2-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_romance_flash__3_v_1__id_3582.jpeg;Коляски
"Dada Paradiso Group Glamour Send (2 в 1)";375;http://127.0.0.1/product/dada-paradiso-group-glamour-send--2-v-1-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dada_paradiso_group_glamour_send__3_v_1__id_3599.jpeg;Коляски
"Bebetto Pascal Fifa";448;http://127.0.0.1/product/bebetto-pascal-fifa;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Bebetto_Pascal_Fifa_.jpg;Коляски
"Bebetto Nico Plus";382;http://127.0.0.1/product/bebetto-nico-plus;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Bebetto_Nico_Plus_cvet_260.jpg;Коляски
"Bebetto Solaris Red (2 в 1)";422;http://127.0.0.1/product/bebetto-solaris-red-;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Bebetto_Solaris_Red__cvet_141.jpg;Коляски
"Bebetto Solaris B (2 в 1)";422;http://127.0.0.1/product/bebetto-solaris-b;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Bebetto_Solaris_B_cvet_134.jpg;Коляски
"Lonex Speedy v Light Ecco (2 в 1)";460;http://127.0.0.1/product/lonex-speedy-v-light-ecco;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_lonex_speedy_v_light_ecco_cvet_l-ecco-01.jpeg;Коляски
"Бомбус Бэби Люкс (9 предметов)";227;http://127.0.0.1/product/bombus-bebi-lyuks-9-predmetov-;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_bebi_lyuks_satin__9_predmetov__cvet_bombus_bebi_lyuks_satin__9_predmetov__bezhevoe.jpeg;"Постельные принадлежности"
"Бомбус Забавки (7 предметов)";87;http://127.0.0.1/product/bombus-zabavki--7-predmetov-;http://127.0.0.1/assets/images/catalog/big/komplekt_v_krovatku_bombus_zabavki__7_predmetov__id_3670.jpeg;"Постельные принадлежности"
"Dada Paradiso Group Dada Paradiso Group";75;http://127.0.0.1/product/dada-paradiso-group;http://127.0.0.1/assets/images/catalog/big/detskoe_avtokreslo_dada_paradiso_group_cvet_etno_paski.jpeg;Автокресла
"Bertoni (Lorelli) Dreamer";113;http://127.0.0.1/product/bertoni-dreamer;http://127.0.0.1/assets/images/catalog/big/Detskiy_manezh_Bertoni_Dreamer_cvet_Multicolor_2014.jpg;Манежи
"BabyPoint Junior NB";73;http://127.0.0.1/product/babypoint-junior-nb;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_babypoint_junior_nb_cvet_903.jpeg;Коляски
"BabyPoint Orion";112;http://127.0.0.1/product/babypoint-orion;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_babypoint_orion_cvet_878.jpeg;Коляски
"BabyPoint Picaso";131;http://127.0.0.1/product/babypoint-picaso;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_babypoint_picaso_cvet_36.jpeg;Коляски
"Bertoni (Lorelli) Game Zone";84;http://127.0.0.1/product/bertoni-game-zone;http://127.0.0.1/assets/images/catalog/big/Detskiy_manezh_Bertoni_Game_Zone_cvet_Teddy_Bear_2014.jpg;Манежи
"Bertoni (Lorelli) Nanny 1";81;http://127.0.0.1/product/bertoni-nanny-1;http://127.0.0.1/assets/images/catalog/big/Detskiy_manezh_Bertoni_Nanny_1_cvet_Blue_Sky_Adventure_2014.jpg;Манежи
"Geoby C201GR-X";88;http://127.0.0.1/product/geoby-c201gr-x;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c201gr-x_cvet_r359.jpeg;Коляски
"Geoby C409";240;http://127.0.0.1/product/geoby-c409;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Geoby_C409_cvet_W3HL.jpg;Коляски
"Adamex Panda";260;http://127.0.0.1/product/adamex-panda;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_Panda_cvet_140-712a.png;Коляски
"Geoby C409M";248;http://127.0.0.1/product/geoby-c409m;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c409m_cvet_r4lx.jpeg;Коляски
"Geoby C539 K-X";113;http://127.0.0.1/product/geoby-c539-k-x;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c539_k-x_cvet_w3tb.jpeg;Коляски
"Geoby C698";188;http://127.0.0.1/product/geoby-c698;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c698_cvet_k016.jpeg;Коляски
"Geoby C780";288;http://127.0.0.1/product/geoby-c780;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c780_cvet_r358.jpeg;Коляски
"Geoby C819";185;http://127.0.0.1/product/geoby-c819;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c819_cvet_wmdl.jpeg;Коляски
"Adamex Nano";263;http://127.0.0.1/product/adamex-nano;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_Nano_cvet_13-15b.png;Коляски
"Geoby C879C-X";180;http://127.0.0.1/product/geoby-c879c-x;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c879c-x_cvet_r350.jpeg;Коляски
"Geoby C922";185;http://127.0.0.1/product/geoby-c922;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Geoby_C922_cvet_W3HL.jpg;Коляски
"Geoby C980H";239;http://127.0.0.1/product/geoby-c980h;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_c980h_cvet_cvet_j127.jpeg;Коляски
"Geoby Joss";265;http://127.0.0.1/product/geoby-joss;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_joss_cvet_r508.jpeg;Коляски
"Geoby С750B-X";163;http://127.0.0.1/product/geoby-s750b-x;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_s750b-x_cvet_rgph.jpeg;Коляски
"Geoby С1020";179;http://127.0.0.1/product/geoby-s1020;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_s1020_cvet_lily__2chs_.jpeg;Коляски
"Geoby Happy Dino LC200S";95;http://127.0.0.1/product/geoby-happy-dino-lc200s;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_happy_dino_lc200s_cvet_k216.jpeg;Коляски
"Geoby Happy Dino LC300";115;http://127.0.0.1/product/geoby-happy-dino-lc300;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_geoby_happy_dino_lc300_cvet_k298.jpeg;Коляски
"Adamex X-Trail";250;http://127.0.0.1/product/adamex-x-trail;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_X-Trail_cvet_140-169.png;Коляски
"Adamex Flamenco";255;http://127.0.0.1/product/adamex-flamenco;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_Flamenco_cvet_019-24.png;Коляски
"Geoby SC705-X";345;http://127.0.0.1/product/geoby-sc705-x;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_dlya_dvoyni_geoby_sc705-x_cvet_rgam.jpeg;Коляски
"Geoby JOSS-L";328;http://127.0.0.1/product/geoby-joss-l;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_joss-l_cvet_rgaw.jpeg;Коляски
"Adamex Avalon";304;http://127.0.0.1/product/adamex-avalon;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_Avalon_cvet_025-030.png;Коляски
"Adamex Saturn";200;http://127.0.0.1/product/adamex-saturn;http://127.0.0.1/assets/images/catalog/big/Kolyaska-transformer_Adamex_Saturn_cvet_13-912a.png;Коляски
"Geoby GB02";275;http://127.0.0.1/product/geoby-gb02;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_gb02_cvet_rmtp.jpeg;Коляски
"Geoby C3018";375;http://127.0.0.1/product/geoby-c3018;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c3018_cvet_r370.jpeg;Коляски
"Geoby C3011";398;http://127.0.0.1/product/geoby-c3011;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Geoby_C3011_cvet_.jpg;Коляски
"Geoby C990";300;http://127.0.0.1/product/geoby-c990;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c990_cvet_lily__2xcy_.jpeg;Коляски
"Geoby C959";465;http://127.0.0.1/product/geoby-c959;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Geoby_C959_.jpg;Коляски
"Geoby C929-XT";199;http://127.0.0.1/product/geoby-c929-xt;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c929-xt_cvet_r310.jpeg;Коляски
"Geoby C800";450;http://127.0.0.1/product/geoby-c800;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Geoby_C800_cvet_R379.jpg;Коляски
"Geoby C707R";395;http://127.0.0.1/product/geoby-c707r;http://127.0.0.1/assets/images/catalog/big/Universalnaya_kolyaska_Geoby_C707R_cvet__1.jpg;Коляски
"Geoby C706 (Baby)";446;http://127.0.0.1/product/geoby-c706--baby-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c706__baby__cvet_r306.jpeg;Коляски
"Geoby C706 (Baby Lux)";483;http://127.0.0.1/product/geoby-c706--baby-lux-;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c706__baby_lux__cvet_r308.jpeg;Коляски
"Geoby C705-X";310;http://127.0.0.1/product/geoby-c705-x;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_geoby_c705-x_cvet_r325.jpeg;Коляски
